Set,Song,date,show,gap,realGap,tour
Set 1,You Enjoy Myself,1986-04-01,19,1,57,15
Set 2,Help on the Way,1986-04-01,19,0,0,15
Set 2,Slipknot!,1986-04-01,19,0,0,15
Set 2,AC/DC Bag,1986-04-01,19,0,0,15
Set 2,McGrupp and the Watchful Hosemasters,1986-04-01,19,5,166,15
Set 2,Alumni Blues,1986-04-01,19,1,57,15
Set 2,Letter to Jimmy Page,1986-04-01,19,1,57,15
Set 2,Alumni Blues,1986-04-01,19,0,0,15
Set 2,Dear Mrs. Reagan,1986-04-01,19,3,138,15
Encore,Not Fade Away,1986-04-01,19,0,0,15
Set 1,Alumni Blues,1986-10-15,24,3,173,18
Set 1,Makisupa Policeman,1986-10-15,24,1,3,18
Set 1,Skin It Back,1986-10-15,24,0,0,18
Set 1,Cities,1986-10-15,24,11,383,18
Set 1,I Am Hydrogen,1986-10-15,24,16,557,18
Set 1,McGrupp and the Watchful Hosemasters,1986-10-15,24,5,197,18
Set 1,AC/DC Bag,1986-10-15,24,5,173,18
Set 1,You Enjoy Myself,1986-10-15,24,4,173,18
Set 1,Lushington,1986-10-15,24,0,0,18
Set 2,Peaches en Regalia,1986-10-15,24,0,0,18
Set 2,Golgi Apparatus,1986-10-15,24,2,3,18
Set 2,"Swing Low, Sweet Chariot",1986-10-15,24,0,0,18
Set 2,Camel Walk,1986-10-15,24,4,173,18
Set 2,Shaggy Dog,1986-10-15,24,0,0,18
Set 2,Mustang Sally,1986-10-15,24,0,0,18
Set 2,Fluffhead,1986-10-15,24,20,683,18
Set 2,Sneakin' Sally Through the Alley,1986-10-15,24,1,3,18
Set 2,Wilson,1986-10-15,24,1,3,18
Set 2,Slave to the Traffic Light,1986-10-15,24,1,3,18
Set 2,Quinn the Eskimo,1986-10-15,24,4,173,18
Set 2,Mike's Song,1986-10-15,24,6,254,18
Set 2,Have Mercy,1986-10-15,24,4,173,18
Set 2,Harry Hood,1986-10-15,24,5,197,18
Set 3,Roll Like a Cantaloupe,1986-10-15,24,0,0,18
Set 3,Sanity,1986-10-15,24,0,0,18
Set 3,Anarchy,1986-10-15,24,4,173,18
Encore,Clod,1986-10-15,24,0,0,18
Set 1,Mustang Sally,1986-10-31,25,0,16,19
Set 1,Camel Walk,1986-10-31,25,1,16,19
Set 1,Golgi Apparatus,1986-10-31,25,1,16,19
Set 1,Slave to the Traffic Light,1986-10-31,25,1,16,19
Set 1,Melt the Guns,1986-10-31,25,12,399,19
Set 1,Sneakin' Sally Through the Alley,1986-10-31,25,1,16,19
Set 1,Halley's Comet,1986-10-31,25,2,19,19
Set 1,Back Porch Boogie Blues,1986-10-31,25,3,160,19
Set 1,Shaggy Dog,1986-10-31,25,1,16,19
Set 1,Fluffhead,1986-10-31,25,1,16,19
Set 2,Jam,1986-10-31,25,15,546,19
Set 2,AC/DC Bag,1986-10-31,25,1,16,19
Set 2,"Swing Low, Sweet Chariot",1986-10-31,25,1,16,19
Set 2,Peaches en Regalia,1986-10-31,25,1,16,19
Set 2,David Bowie,1986-10-31,25,0,0,19
Set 2,Have Mercy,1986-10-31,25,1,16,19
Set 2,Harry Hood,1986-10-31,25,1,16,19
Set 2,Sanity,1986-10-31,25,1,16,19
Set 2,Skin It Back,1986-10-31,25,1,16,19
Set 2,Icculus,1986-10-31,25,6,213,19
Set 2,Alumni Blues,1986-10-31,25,2,16,19
Set 1,Funky Bitch,1986-12-06,26,0,0,20
Set 1,Possum,1986-12-06,26,3,55,20
Set 1,Peaches en Regalia,1986-12-06,26,1,36,20
Set 1,Makisupa Policeman,1986-12-06,26,2,52,20
Set 1,Fluffhead,1986-12-06,26,1,36,20
Set 2,I Know a Little,1986-12-06,26,0,0,20
Set 2,Golgi Apparatus,1986-12-06,26,1,36,20
Set 2,Slave to the Traffic Light,1986-12-06,26,1,36,20
Set 2,Shaggy Dog,1986-12-06,26,1,36,20
Set 2,Light Up Or Leave Me Alone,1986-12-06,26,0,0,20
Set 2,Camel Walk,1986-12-06,26,1,36,20
Set 2,Jam,1986-12-06,26,1,36,20
Set 2,"Swing Low, Sweet Chariot",1986-12-06,26,1,36,20
Set 2,Back Porch Boogie Blues,1986-12-06,26,1,36,20
Set 2,Icculus,1986-12-06,26,1,36,20
Set 2,McGrupp and the Watchful Hosemasters,1986-12-06,26,2,52,20
Set 2,Good Times Bad Times,1986-12-06,26,0,0,20
Set 2,Skin It Back,1986-12-06,26,1,36,20
Set 2,Cities,1986-12-06,26,2,52,20
Set 3,Mike's Song,1986-12-06,26,2,52,20
Set 3,The Little Drummer Boy,1986-12-06,26,0,0,20
Set 3,Whipping Post,1986-12-06,26,16,582,20
Set 3,She Caught the Katy and Left Me a Mule to Ride,1986-12-06,26,0,0,20
Set 3,AC/DC Bag,1986-12-06,26,1,36,20
Set 3,David Bowie,1986-12-06,26,1,36,20
Set 3,Clod,1986-12-06,26,2,52,20
Set 3,David Bowie,1986-12-06,26,0,0,20
Set 3,You Enjoy Myself,1986-12-06,26,2,52,20
Set 3,Dog Log,1986-12-06,26,5,196,20
Set 3,Tush,1986-12-06,26,0,0,20
Set 3,Sneakin' Sally Through the Alley,1986-12-06,26,1,36,20
Set 3,Prep School Hippie,1986-12-06,26,6,225,20
Set 1,Wilson,1987-01-21,27,2,98,21
Set 2,I Am Hydrogen,1987-01-21,27,3,98,21
Set 2,Peaches en Regalia,1987-01-21,27,1,46,21
Set 2,"Swing Low, Sweet Chariot",1987-01-21,27,1,46,21
Set 2,Sneakin' Sally Through the Alley,1987-01-21,27,1,46,21
Set 2,Makisupa Policeman,1987-01-21,27,1,46,21
Set 2,Skin It Back,1987-01-21,27,1,46,21
Set 2,Cities,1987-01-21,27,1,46,21
Set 2,Fluffhead,1987-01-21,27,1,46,21
Set 1,Sneakin' Sally Through the Alley,1987-02-13,28,0,23,22
Set 1,Possum,1987-02-13,28,2,69,22
Set 1,Golgi Apparatus,1987-02-13,28,2,69,22
Set 1,Slave to the Traffic Light,1987-02-13,28,2,69,22
Set 1,Quinn the Eskimo,1987-02-13,28,4,121,22
Set 1,Alumni Blues,1987-02-13,28,3,105,22
Set 1,Letter to Jimmy Page,1987-02-13,28,8,294,22
Set 1,Alumni Blues,1987-02-13,28,0,0,22
Set 1,Suzy Greenberg,1987-02-13,28,0,0,22
Set 1,Sanity,1987-02-13,28,3,105,22
Set 1,Good Times Bad Times,1987-02-13,28,2,69,22
Set 2,Wilson,1987-02-13,28,2,23,22
Set 2,Melt the Guns,1987-02-13,28,3,105,22
Set 2,Dave's Energy Guide,1987-02-13,28,9,318,22
Set 2,Fluffhead,1987-02-13,28,1,23,22
Set 2,Harry Hood,1987-02-13,28,3,105,22
Set 1,Why Don't You Love Me?,1987-02-21,29,0,0,22
Set 2,Fluffhead,1987-02-21,29,1,8,22
Set 2,Fire,1987-02-21,29,16,512,22
Set 2,Suzy Greenberg,1987-02-21,29,1,8,22
Set 2,Dear Mrs. Reagan,1987-02-21,29,9,302,22
Set 2,Camel Walk,1987-02-21,29,3,77,22
Set 2,Back Porch Boogie Blues,1987-02-21,29,3,77,22
Set 2,Blue Monk,1987-02-21,29,0,0,22
Set 2,Clod,1987-02-21,29,3,77,22
Set 2,Lushington,1987-02-21,29,5,129,22
Set 2,Peaches en Regalia,1987-02-21,29,2,31,22
Set 2,"Swing Low, Sweet Chariot",1987-02-21,29,2,31,22
Set 2,Boogie On Reggae Woman,1987-02-21,29,0,0,22
Set 2,Ya Mar,1987-02-21,29,0,0,22
Set 2,Corinna,1987-02-21,29,0,0,22
Set 2,Dog Log,1987-02-21,29,3,77,22
Set 2,Alumni Blues,1987-02-21,29,1,8,22
Set 2,Letter to Jimmy Page,1987-02-21,29,1,8,22
Set 2,Alumni Blues,1987-02-21,29,0,0,22
Set 1,Funky Bitch,1987-03-06,30,4,90,23
Set 1,Good Times Bad Times,1987-03-06,30,2,21,23
Set 1,Corinna,1987-03-06,30,1,13,23
Set 1,Golgi Apparatus,1987-03-06,30,2,21,23
Set 1,Quinn the Eskimo,1987-03-06,30,2,21,23
Set 1,Sneakin' Sally Through the Alley,1987-03-06,30,3,21,23
Set 2,Free Bird,1987-03-06,30,0,0,23
Set 2,Happy Birthday to You,1987-03-06,30,29,1190,23
Set 2,Harry Hood,1987-03-06,30,2,21,23
Set 2,Tell Me Something Good,1987-03-06,30,0,0,23
Set 2,Possum,1987-03-06,30,2,21,23
Set 2,Freeworld,1987-03-06,30,0,0,23
Set 2,Wilson,1987-03-06,30,2,21,23
Encore,Slave to the Traffic Light,1987-03-06,30,2,21,23
Set 1,Funky Bitch,1987-03-23,31,1,17,24
Set 1,Mike's Song,1987-03-23,31,5,107,24
Set 1,Alumni Blues,1987-03-23,31,2,30,24
Set 1,Letter to Jimmy Page,1987-03-23,31,2,30,24
Set 1,Alumni Blues,1987-03-23,31,0,0,24
Set 1,You Enjoy Myself,1987-03-23,31,5,107,24
Set 1,Sparks,1987-03-23,31,0,0,24
Set 2,Fluffhead,1987-03-23,31,2,30,24
Set 2,Peaches en Regalia,1987-03-23,31,2,30,24
Set 2,Ride Captain Ride,1987-03-23,31,0,0,24
Set 2,Dave's Energy Guide,1987-03-23,31,3,38,24
Set 2,Corinna,1987-03-23,31,1,17,24
Set 2,Why Don't You Love Me?,1987-03-23,31,3,30,24
Set 2,Camel Walk,1987-03-23,31,2,30,24
Set 2,Golgi Apparatus,1987-03-23,31,1,17,24
Set 2,"Swing Low, Sweet Chariot",1987-03-23,31,2,30,24
Set 1,She Caught the Katy and Left Me a Mule to Ride,1987-04-29,33,6,144,25
Set 1,Alumni Blues,1987-04-29,33,1,5,25
Set 1,Letter to Jimmy Page,1987-04-29,33,1,5,25
Set 1,Alumni Blues,1987-04-29,33,0,0,25
Set 1,Golgi Apparatus,1987-04-29,33,2,5,25
Set 1,"Swing Low, Sweet Chariot",1987-04-29,33,2,37,25
Set 1,Fire,1987-04-29,33,4,67,25
Set 1,Skin It Back,1987-04-29,33,6,98,25
Set 1,Cities,1987-04-29,33,6,98,25
Set 1,Lushington,1987-04-29,33,4,67,25
Set 2,Dog Log,1987-04-29,33,4,67,25
Set 2,Melt the Guns,1987-04-29,33,5,75,25
Set 2,Dave's Energy Guide,1987-04-29,33,1,5,25
Set 2,Take the 'A' Train,1987-04-29,33,0,0,25
Set 2,Halley's Comet,1987-04-29,33,8,180,25
Set 2,Quinn the Eskimo,1987-04-29,33,3,54,25
Set 2,AC/DC Bag,1987-04-29,33,1,5,25
Set 3,Peaches en Regalia,1987-04-29,33,2,37,25
Set 3,Fluffhead,1987-04-29,33,1,5,25
Set 3,Good Times Bad Times,1987-04-29,33,3,54,25
Set 3,Anarchy,1987-04-29,33,9,196,25
Set 3,Makisupa Policeman,1987-04-29,33,6,98,25
Set 3,Run Like an Antelope,1987-04-29,33,15,450,25
Set 3,Boogie On Reggae Woman,1987-04-29,33,4,67,25
Set 3,Timber (Jerry The Mule),1987-04-29,33,0,0,25
Set 3,Slave to the Traffic Light,1987-04-29,33,1,5,25
Set 3,Sparks,1987-04-29,33,2,37,25
Set 3,McGrupp and the Watchful Hosemasters,1987-04-29,33,7,144,25
Set 3,The Ballad of Curtis Loew,1987-04-29,33,0,0,25
Set 3,Come On (Part One),1987-04-29,33,0,0,25
Set 3,I Am Hydrogen,1987-04-29,33,1,5,25
Set 3,Who Do? We Do!,1987-04-29,33,1,5,25
Encore,Fuck Your Face,1987-04-29,33,0,0,25
Set 1,You Enjoy Myself,1987-05-11,34,1,17,26
Set 1,Lushington,1987-05-11,34,1,12,26
Set 1,Possum,1987-05-11,34,2,17,26
Set 1,Slave to the Traffic Light,1987-05-11,34,1,12,26
Set 1,Sneakin' Sally Through the Alley,1987-05-11,34,4,66,26
Set 1,Clod,1987-05-11,34,5,79,26
Set 1,Peaches en Regalia,1987-05-11,34,1,12,26
Set 1,The Man Who Stepped Into Yesterday,1987-05-11,34,0,0,26
Set 1,Avenu Malkenu,1987-05-11,34,0,0,26
Set 1,The Man Who Stepped Into Yesterday,1987-05-11,34,0,0,26
Set 1,Makisupa Policeman,1987-05-11,34,1,12,26
Set 1,Ya Mar,1987-05-11,34,5,79,26
Set 2,Divided Sky,1987-05-11,34,0,0,26
Set 2,Funky Bitch,1987-05-11,34,4,49,26
Set 2,Harpua,1987-05-11,34,0,0,26
Set 2,Bundle of Joy,1987-05-11,34,0,0,26
Set 2,Harpua,1987-05-11,34,0,0,26
Set 2,Fluffhead,1987-05-11,34,1,12,26
Set 2,Good Times Bad Times,1987-05-11,34,1,12,26
Encore,Golgi Apparatus,1987-05-11,34,1,12,26
Encore,Corinna,1987-05-11,34,3,49,26
Encore,Letter to Jimmy Page,1987-05-11,34,1,12,26
Set 1,Wilson,1987-05-20,35,4,75,26
Set 1,Run Like an Antelope,1987-05-20,35,2,21,26
Set 1,Golgi Apparatus,1987-05-20,35,1,9,26
Set 1,Back Porch Boogie Blues,1987-05-20,35,6,88,26
Set 1,Lushington,1987-05-20,35,1,9,26
Set 1,Possum,1987-05-20,35,1,9,26
Set 1,Harry Hood,1987-05-20,35,5,75,26
Set 1,You Enjoy Myself,1987-05-20,35,2,9,26
Set 1,Alumni Blues,1987-05-20,35,2,21,26
Set 2,Fire,1987-05-20,35,2,21,26
Set 1,Golgi Apparatus,1987-08-09,36,0,81,27
Set 1,Slave to the Traffic Light,1987-08-09,36,2,90,27
Set 1,La Grange,1987-08-09,36,0,0,27
Set 1,Lushington,1987-08-09,36,1,81,27
Set 1,Possum,1987-08-09,36,1,81,27
Set 1,Sneakin' Sally Through the Alley,1987-08-09,36,2,90,27
Set 1,Timber (Jerry The Mule),1987-08-09,36,3,102,27
Set 1,Good Times Bad Times,1987-08-09,36,2,90,27
Set 1,AC/DC Bag,1987-08-09,36,3,102,27
Set 1,Shaggy Dog,1987-08-09,36,10,246,27
Set 1,Funky Bitch,1987-08-09,36,2,90,27
Set 2,The Curtain With,1987-08-09,36,0,0,27
Set 2,Halley's Comet,1987-08-09,36,3,102,27
Set 2,The Sloth,1987-08-09,36,0,0,27
Set 2,Light Up Or Leave Me Alone,1987-08-09,36,10,246,27
Set 2,Skin It Back,1987-08-09,36,3,102,27
Set 2,Peaches en Regalia,1987-08-09,36,2,90,27
Set 2,Fluffhead,1987-08-09,36,2,90,27
Set 2,Fee,1987-08-09,36,0,0,27
Set 2,Harry Hood,1987-08-09,36,1,81,27
Set 2,Harpua,1987-08-09,36,2,90,27
Set 2,Suzy Greenberg,1987-08-09,36,7,169,27
Set 3,David Bowie,1987-08-09,36,4,107,27
Set 3,You Enjoy Myself,1987-08-09,36,1,81,27
Set 3,Ya Mar,1987-08-09,36,2,90,27
Set 3,Divided Sky,1987-08-09,36,2,90,27
Set 3,Flat Fee,1987-08-09,36,0,0,27
Set 3,McGrupp and the Watchful Hosemasters,1987-08-09,36,3,102,27
Set 3,Corinna,1987-08-09,36,2,90,27
Set 1,Peaches en Regalia,1987-08-10,37,0,1,27
Set 1,Alumni Blues,1987-08-10,37,2,82,27
Set 1,Letter to Jimmy Page,1987-08-10,37,3,91,27
Set 1,Alumni Blues,1987-08-10,37,0,0,27
Set 1,Golgi Apparatus,1987-08-10,37,2,1,27
Set 1,Wilson,1987-08-10,37,3,82,27
Set 1,Quinn the Eskimo,1987-08-10,37,4,103,27
Set 1,Divided Sky,1987-08-10,37,1,1,27
Set 1,Good Times Bad Times,1987-08-10,37,1,1,27
Set 2,Fire,1987-08-10,37,2,82,27
Set 2,AC/DC Bag,1987-08-10,37,1,1,27
Set 2,Possum,1987-08-10,37,1,1,27
Set 2,Fluffhead,1987-08-10,37,1,1,27
Set 2,Fee,1987-08-10,37,1,1,27
Set 2,The Curtain With,1987-08-10,37,1,1,27
Set 2,I Know a Little,1987-08-10,37,11,247,27
Set 2,Mustang Sally,1987-08-10,37,13,283,27
Set 2,You Enjoy Myself,1987-08-10,37,1,1,27
Set 2,La Grange,1987-08-10,37,1,1,27
Set 3,Icculus,1987-08-10,37,11,247,27
Set 3,David Bowie,1987-08-10,37,1,1,27
Set 3,Jesus Just Left Chicago,1987-08-10,37,0,0,27
Set 3,Whipping Post,1987-08-10,37,11,247,27
Set 3,Anarchy,1987-08-10,37,4,103,27
Set 3,Tush,1987-08-10,37,11,247,27
Set 3,Dear Mrs. Reagan,1987-08-10,37,5,108,27
Set 1,Dog Log,1987-08-21,38,4,114,28
Set 1,Peaches en Regalia,1987-08-21,38,2,11,28
Set 1,Divided Sky,1987-08-21,38,1,11,28
Set 1,Funky Bitch,1987-08-21,38,2,12,28
Set 1,Harry Hood,1987-08-21,38,2,12,28
Set 1,Clod,1987-08-21,38,4,102,28
Set 1,The Curtain With,1987-08-21,38,1,11,28
Set 1,Light Up Or Leave Me Alone,1987-08-21,38,2,12,28
Set 1,Shaggy Dog,1987-08-21,38,2,12,28
Set 1,Wilson,1987-08-21,38,1,11,28
Set 1,Camel Walk,1987-08-21,38,7,151,28
Set 2,Mike's Song,1987-08-21,38,7,151,28
Set 2,Hold Your Head Up,1987-08-21,38,0,0,28
Set 2,Harpua,1987-08-21,38,2,12,28
Set 2,Bundle of Joy,1987-08-21,38,4,102,28
Set 2,Harpua,1987-08-21,38,0,0,28
Set 2,Golgi Apparatus,1987-08-21,38,1,11,28
Set 2,Sparks,1987-08-21,38,5,114,28
Set 2,Flat Fee,1987-08-21,38,2,12,28
Set 2,Fee,1987-08-21,38,1,11,28
Set 2,Skin It Back,1987-08-21,38,2,12,28
Set 2,Low Rider Jam,1987-08-21,38,26,693,28
Set 2,Back Porch Boogie Blues,1987-08-21,38,3,93,28
Set 2,The Sloth,1987-08-21,38,2,12,28
Set 3,Big Black Furry Creature from Mars,1987-08-21,38,0,0,28
Set 3,McGrupp and the Watchful Hosemasters,1987-08-21,38,2,12,28
Set 3,Stir It Up Jam,1987-08-21,38,0,0,28
Set 3,Makisupa Policeman Jam,1987-08-21,38,0,0,28
Set 3,David Bowie,1987-08-21,38,1,11,28
Set 3,Sanity,1987-08-21,38,10,189,28
Set 3,"Swing Low, Sweet Chariot",1987-08-21,38,5,114,28
Set 1,Alumni Blues,1987-08-29,39,1,19,28
Set 1,Letter to Jimmy Page,1987-08-29,39,2,19,28
Set 1,Alumni Blues,1987-08-29,39,1,0,28
Set 1,The Ballad of Curtis Loew,1987-08-29,39,6,122,28
Set 1,Sneakin' Sally Through the Alley,1987-08-29,39,3,20,28
Set 1,Makisupa Policeman,1987-08-29,39,5,110,28
Set 1,Big Black Furry Creature from Mars,1987-08-29,39,1,8,28
Set 1,Flat Fee,1987-08-29,39,1,8,28
Set 1,Lushington,1987-08-29,39,3,20,28
Set 1,Suzy Greenberg,1987-08-29,39,3,20,28
Set 1,Hold Your Head Up,1987-08-29,39,1,8,28
Set 1,Suzy Greenberg,1987-08-29,39,0,0,28
Set 1,Mustang Sally,1987-08-29,39,2,19,28
Set 1,Ya Mar,1987-08-29,39,3,20,28
Set 1,The Man Who Stepped Into Yesterday,1987-08-29,39,5,110,28
Set 1,Avenu Malkenu,1987-08-29,39,5,110,28
Set 1,The Man Who Stepped Into Yesterday,1987-08-29,39,0,0,28
Set 2,Clod,1987-08-29,39,1,8,28
Set 2,Slave to the Traffic Light,1987-08-29,39,3,20,28
Set 2,"Swing Low, Sweet Chariot",1987-08-29,39,1,8,28
Set 2,The Curtain With,1987-08-29,39,1,8,28
Set 2,McGrupp and the Watchful Hosemasters,1987-08-29,39,1,8,28
Set 2,Possum,1987-08-29,39,2,19,28
Set 2,Harry Hood,1987-08-29,39,1,8,28
Set 2,Timber (Jerry The Mule),1987-08-29,39,3,20,28
Set 2,AC/DC Bag,1987-08-29,39,2,19,28
Set 2,Divided Sky,1987-08-29,39,1,8,28
Set 2,Harpua,1987-08-29,39,1,8,28
Set 2,Bundle of Joy,1987-08-29,39,1,8,28
Set 2,Harpua,1987-08-29,39,0,0,28
Set 3,La Grange,1987-08-29,39,2,19,28
Set 3,Corinna,1987-08-29,39,3,20,28
Set 3,Mike's Song,1987-08-29,39,1,8,28
Set 3,I Am Hydrogen,1987-08-29,39,6,122,28
Set 3,Who Do? We Do!,1987-08-29,39,6,122,28
Set 3,Shaggy Dog,1987-08-29,39,1,8,28
Set 3,David Bowie,1987-08-29,39,1,8,28
Set 3,Jesus Just Left Chicago,1987-08-29,39,2,19,28
Encore,She Caught the Katy and Left Me a Mule to Ride,1987-08-29,39,7,122,28
Set 1,The Man Who Stepped Into Yesterday,1987-09-21,41,1,23,29
Set 1,Avenu Malkenu,1987-09-21,41,2,23,29
Set 1,The Man Who Stepped Into Yesterday,1987-09-21,41,1,0,29
Set 1,Clod,1987-09-21,41,2,23,29
Set 1,Slave to the Traffic Light,1987-09-21,41,2,23,29
Set 1,Funky Bitch,1987-09-21,41,3,31,29
Set 1,Wilson,1987-09-21,41,1,19,29
Set 1,Dear Mrs. Reagan,1987-09-21,41,4,42,29
Set 1,Golgi Apparatus,1987-09-21,41,3,31,29
Set 1,AC/DC Bag,1987-09-21,41,2,19,29
Set 1,Possum,1987-09-21,41,1,19,29
Set 2,You Enjoy Myself,1987-09-21,41,1,19,29
Set 2,The Curtain With,1987-09-21,41,2,23,29
Set 2,Big Black Furry Creature from Mars,1987-09-21,41,1,19,29
Set 2,Suzy Greenberg,1987-09-21,41,2,23,29
Set 2,Alumni Blues,1987-09-21,41,2,23,29
Set 2,Letter to Jimmy Page,1987-09-21,41,2,23,29
Set 2,Alumni Blues,1987-09-21,41,0,0,29
Set 3,Happy Birthday to You,1987-09-21,41,11,199,29
Set 3,Good Times Bad Times,1987-09-21,41,4,42,29
Set 3,Rocky Top,1987-09-21,41,0,0,29
Set 3,Sneakin' Sally Through the Alley,1987-09-21,41,1,19,29
Set 3,Fee,1987-09-21,41,3,31,29
Set 3,Divided Sky,1987-09-21,41,1,19,29
Set 3,Dog Log,1987-09-21,41,4,31,29
Set 3,The Ballad of Curtis Loew,1987-09-21,41,2,23,29
Set 3,Run Like an Antelope,1987-09-21,41,6,124,29
Set 3,Makisupa Policeman,1987-09-21,41,1,19,29
Set 3,Flat Fee,1987-09-21,41,2,23,29
Set 3,Fire,1987-09-21,41,4,42,29
Set 3,Terrapin,1987-09-21,41,0,0,29
Set 3,La Grange,1987-09-21,41,2,23,29
Set 3,Fluffhead,1987-09-21,41,1,19,29
Set 1,Setlist unknown,1987-10-10,42,0,0,30
Set 2,Prep School Hippie,1987-10-10,42,16,308,30
Set 2,Divided Sky,1987-10-10,42,1,19,30
